colorNameId,participantId,lang0,phaseNum,trialNum,tileNum,name,r,g,b,lab_l,lab_a,lab_b,bin
3107,3421,English (English),0,1,10,Light blue,0,212,255,78,-28,-33,17
3108,3421,English (English),0,1,11,Pink,255,0,236,59,95,-51,29
3109,3417,English (English),0,6,0,green,0,255,69,87,-83,70,10
3110,3417,English (English),0,6,1,red,255,0,85,53,82,28,33
3111,3417,English (English),0,6,2,orange,255,130,0,67,41,74,2
3112,3417,English (English),0,6,3,blue,0,77,255,42,50,-91,23
3113,3417,English (English),0,6,4,blue,0,147,255,59,7,-62,20
3114,3417,English (English),0,6,5,magenta,255,0,130,54,84,2,32
3115,3417,English (English),0,6,6,blue,0,59,255,38,60,-97,24
3116,3417,English (English),0,6,7,yellow,252,255,0,96,-22,94,6
3117,3417,English (English),0,6,8,blye,0,255,251,90,-49,-12,15
3118,3417,English (English),0,6,9,pink,255,0,184,56,89,-26,30
3119,3417,English (English),0,6,10,orange,255,176,0,77,18,80,3
3120,3417,English (English),0,6,11,green,149,255,0,90,-61,86,8
3121,3421,English (English),0,3,0,Blue,0,106,255,48,32,-80,22
3122,3421,English (English),0,3,1,Chartreuse,182,255,0,92,-50,88,8
3123,3421,English (English),0,3,2,Mint green,0,255,135,88,-75,43,12
3124,3421,English (English),0,3,3,Powder blue,0,181,255,69,-12,-47,18
3125,3421,English (English),0,3,4,Yellow,229,255,0,95,-32,92,6
3126,3421,English (English),0,3,5,Yellow,255,223,0,88,-5,88,5
3127,3421,English (English),0,3,6,Red,255,0,25,53,80,60,35
3128,3421,English (English),0,3,7,Blue,0,55,255,37,62,-98,24
3129,3421,English (English),0,3,8,Mint,0,255,158,88,-71,32,13
3130,3421,English (English),0,3,9,Burnt orange,255,157,0,73,28,77,3
3131,3421,English (English),0,3,10,Blue,0,197,255,74,-20,-39,18
3132,3421,English (English),0,3,11,Pink,255,0,205,57,91,-36,30
3133,3423,"Korean (한국어, 조선어)",0,1,0,밝은 파랑,0,254,255,90,-47,-14,15
3134,3423,"Korean (한국어, 조선어)",0,1,1,빨강,255,0,76,53,81,33,34
3135,3423,"Korean (한국어, 조선어)",0,1,2,연두,0,255,37,87,-85,78,10
3136,3423,"Korean (한국어, 조선어)",0,1,3,에메랄드,0,255,172,89,-68,25,13
3137,3423,"Korean (한국어, 조선어)",0,1,4,자주,242,0,255,58,96,-64,28
3138,3423,"Korean (한국어, 조선어)",0,1,5,핫핑크,255,0,113,54,83,12,32
3139,3423,"Korean (한국어, 조선어)",0,1,6,자홍,255,0,83,53,81,29,33
3140,3423,"Korean (한국어, 조선어)",0,1,7,노랑연두,170,255,0,91,-54,88,8
3141,3423,"Korean (한국어, 조선어)",0,1,8,보라,166,0,255,46,86,-84,27
3142,3423,"Korean (한국어, 조선어)",0,1,9,짙은 파랑,0,11,255,32,77,-106,25
3143,3423,"Korean (한국어, 조선어)",0,1,10,파랑,0,46,255,36,66,-101,24
3144,3423,"Korean (한국어, 조선어)",0,1,11,진노랑,255,205,0,84,3,85,4
3145,3421,English (English),0,6,0,Fuschia,255,0,133,55,84,1,32
3146,3421,English (English),0,6,1,Cerulean,0,129,255,54,18,-70,21
3147,3421,English (English),0,6,2,Pink,255,0,165,56,87,-16,31
3148,3421,English (English),0,6,3,Hot green,0,255,72,87,-83,69,10
3149,3421,English (English),0,6,4,Green,0,255,201,89,-62,11,14
3150,3421,English (English),0,6,5,Light bkue,0,251,255,89,-46,-15,16
3151,3421,English (English),0,6,6,Purple,121,0,255,40,82,-94,26
3152,3421,English (English),0,6,7,Blue,0,87,255,44,44,-87,23
3153,3421,English (English),0,6,8,Green,0,255,104,88,-80,57,11
3154,3421,English (English),0,6,9,Red,255,46,0,55,74,67,0
3155,3421,English (English),0,6,10,Red,255,0,61,53,81,42,34
3156,3421,English (English),0,6,11,Teal,0,255,233,90,-54,-3,15
3157,3422,"Korean (한국어, 조선어)",0,1,0,초록,0,255,125,88,-77,47,12
3158,3422,"Korean (한국어, 조선어)",0,1,1,분홍,255,0,190,57,90,-29,30
3159,3422,"Korean (한국어, 조선어)",0,1,2,빨강,255,0,25,53,80,60,35
3160,3422,"Korean (한국어, 조선어)",0,1,3,파랑,0,133,255,56,15,-68,21
3161,3422,"Korean (한국어, 조선어)",0,1,4,진분홍,255,0,124,54,84,6,32
3162,3422,"Korean (한국어, 조선어)",0,1,5,파랑,0,2,255,32,78,-107,25
3163,3422,"Korean (한국어, 조선어)",0,1,6,연두,162,255,0,91,-57,87,8
3164,3422,"Korean (한국어, 조선어)",0,1,7,분홍,238,0,255,57,95,-65,28
3165,3422,"Korean (한국어, 조선어)",0,1,8,파랑,0,96,255,46,38,-84,22
3166,3422,"Korean (한국어, 조선어)",0,1,9,하늘,0,171,255,66,-6,-51,19
3167,3422,"Korean (한국어, 조선어)",0,1,10,파랑,0,60,255,38,60,-97,24
3168,3422,"Korean (한국어, 조선어)",0,1,11,분홍,255,0,231,59,95,-49,29
3169,3426,English (English),0,1,0,Light blue,0,175,255,67,-9,-49,19
3170,3426,English (English),0,1,1,red,255,47,0,55,73,68,0
3171,3426,English (English),0,1,2,yello,241,255,0,96,-27,93,6
3172,3426,English (English),0,1,3,sky blue,0,137,255,57,13,-66,20
3173,3426,English (English),0,1,4,purple,255,0,220,58,93,-44,29
3174,3426,English (English),0,1,5,pink,255,0,247,59,97,-57,28
3175,3426,English (English),0,1,6,sapphire,0,52,255,37,64,-99,24
3176,3426,English (English),0,1,7,ochre,255,209,0,85,1,86,4
3177,3426,English (English),0,1,8,green,104,255,0,89,-73,84,9
3178,3426,English (English),0,1,9,aqua blue,0,226,255,82,-35,-26,17
3179,3426,English (English),0,1,10,blue,0,118,255,52,25,-75,21
3180,3426,English (English),0,1,11,teal,0,255,133,88,-75,44,12
3181,3422,"Korean (한국어, 조선어)",0,3,0,하늘,0,255,251,90,-49,-12,15
3182,3422,"Korean (한국어, 조선어)",0,3,1,초록,16,255,0,87,-85,83,10
3183,3422,"Korean (한국어, 조선어)",0,3,2,빨강,255,0,74,53,81,35,34
3184,3422,"Korean (한국어, 조선어)",0,3,3,초록,111,255,0,89,-72,85,9
3185,3422,"Korean (한국어, 조선어)",0,3,4,진노랑,255,192,0,81,9,83,4
3186,3422,"Korean (한국어, 조선어)",0,3,5,노랑,255,243,0,94,-15,92,5
3187,3422,"Korean (한국어, 조선어)",0,3,6,보라,140,0,255,42,84,-90,26
3188,3422,"Korean (한국어, 조선어)",0,3,7,주황,255,157,0,73,28,77,3
3189,3422,"Korean (한국어, 조선어)",0,3,8,빨강,255,83,0,59,62,69,1
3190,3422,"Korean (한국어, 조선어)",0,3,9,하늘,0,149,255,60,5,-61,20
3191,3422,"Korean (한국어, 조선어)",0,3,10,분홍,255,0,150,55,86,-8,31
3192,3422,"Korean (한국어, 조선어)",0,3,11,파랑,0,90,255,44,42,-86,22
3193,3427,English (English),0,1,0,Lavender,255,0,182,56,89,-25,30
3194,3427,English (English),0,1,1,Yellow,255,236,0,92,-12,90,5
3195,3427,English (English),0,1,2,Red,255,0,44,53,80,51,35
3196,3427,English (English),0,1,3,Purple,218,0,255,54,92,-71,27
3197,3427,English (English),0,1,4,Teal,0,219,255,80,-31,-29,17
3198,3427,English (English),0,1,5,Burnt Orange,255,42,0,54,75,67,0
3199,3427,English (English),0,1,6,Purple,230,0,255,56,94,-67,28
3200,3427,English (English),0,1,7,Teal,0,233,255,84,-38,-23,16
3201,3427,English (English),0,1,8,Red,255,0,60,53,81,42,34
3202,3427,English (English),0,1,9,Blue,0,61,255,38,59,-96,24
3203,3427,English (English),0,1,10,Green,0,255,59,87,-84,73,10
3204,3427,English (English),0,1,11,Blue,0,96,255,46,38,-84,22
3205,3428,English (English),0,1,0,Red,255,0,83,53,81,29,33
3206,3428,English (English),0,1,1,Sky blue,0,171,255,66,-6,-51,19
3207,3428,English (English),0,1,2,Royal blue,0,79,255,42,49,-90,23
3208,3428,English (English),0,1,3,Bright green,0,255,53,87,-84,75,10
3209,3428,English (English),0,1,4,Blue,0,124,255,53,21,-72,21
3210,3428,English (English),0,1,5,Line green,157,255,0,91,-58,87,8
3211,3428,English (English),0,1,6,Rose,255,0,119,54,83,9,32
3212,3428,English (English),0,1,7,Red orange,255,64,0,57,69,68,0
3213,3428,English (English),0,1,8,Teal,0,255,255,91,-48,-14,15
3214,3428,English (English),0,1,9,Cornflower,0,197,255,74,-20,-39,18
3215,3428,English (English),0,1,10,Burnt orange,255,145,0,70,34,76,2
3216,3428,English (English),0,1,11,Purple,89,0,255,36,80,-100,25
3217,3434,English (English),0,1,0,yellow,255,252,0,96,-20,93,6
3218,3434,English (English),0,1,1,orange,255,133,0,68,40,74,2
3219,3434,English (English),0,1,2,red,255,25,0,53,77,67,0
3220,3434,English (English),0,1,3,aqua,0,254,255,90,-47,-14,15
3221,3434,English (English),0,1,4,magenta,255,0,101,54,82,19,33
3222,3434,English (English),0,1,5,periwinkle blue,0,152,255,61,4,-60,20
3223,3434,English (English),0,1,6,rose,255,0,138,55,85,-1,32
3224,3434,English (English),0,1,7,magenta,255,0,205,57,91,-36,30
3225,3434,English (English),0,1,8,hot pink,255,0,146,55,85,-5,31
3226,3434,English (English),0,1,9,blue,0,86,255,44,45,-88,23
3227,3434,English (English),0,1,10,golden rod,255,181,0,78,15,81,3
3228,3434,English (English),0,1,11,purple,196,0,255,50,89,-76,27
3229,3422,"Korean (한국어, 조선어)",0,6,0,초록,0,255,78,87,-82,67,10
3230,3422,"Korean (한국어, 조선어)",0,6,1,빨강,255,76,0,58,65,69,0
3231,3422,"Korean (한국어, 조선어)",0,6,2,노랑,255,217,0,87,-2,87,5
3232,3422,"Korean (한국어, 조선어)",0,6,3,하늘,0,230,255,83,-36,-25,16
3233,3422,"Korean (한국어, 조선어)",0,6,4,빨강,255,0,88,53,82,26,33
3234,3422,"Korean (한국어, 조선어)",0,6,5,연두,0,255,176,89,-67,23,13
3235,3422,"Korean (한국어, 조선어)",0,6,6,연초록,0,255,197,89,-63,13,14
3236,3422,"Korean (한국어, 조선어)",0,6,7,보라,197,0,255,50,90,-76,27
3237,3422,"Korean (한국어, 조선어)",0,6,8,하늘,0,218,255,80,-31,-30,17
3238,3422,"Korean (한국어, 조선어)",0,6,9,겨자,220,255,0,94,-35,91,7
3239,3422,"Korean (한국어, 조선어)",0,6,10,주황,255,137,0,68,38,75,2
3240,3422,"Korean (한국어, 조선어)",0,6,11,하늘,0,204,255,76,-24,-36,17
3241,3427,English (English),0,3,0,Yellow,255,251,0,96,-19,93,6
3242,3427,English (English),0,3,1,Pea Green,202,255,0,93,-42,90,7
3243,3427,English (English),0,3,2,Fuscia,255,0,134,55,84,0,32
3244,3427,English (English),0,3,3,Light Blue,0,145,255,59,8,-63,20
3245,3427,English (English),0,3,4,Lavender,255,0,242,59,96,-54,29
3246,3427,English (English),0,3,5,Green,114,255,0,89,-71,85,9
3247,3427,English (English),0,3,6,Blue,0,71,255,40,54,-93,23
3248,3427,English (English),0,3,7,Aqua Marine,0,255,125,88,-77,47,12
3249,3427,English (English),0,3,8,Sky Blue,0,255,183,89,-66,20,13
3250,3427,English (English),0,3,9,Orange,255,132,0,67,40,74,2
3251,3427,English (English),0,3,10,Pea Green,139,255,0,90,-64,86,8
3252,3427,English (English),0,3,11,Dark Blue,64,0,255,34,80,-103,25
3253,3431,"Korean (한국어, 조선어)",0,1,0,Pink,255,0,225,58,94,-46,29
3254,3431,"Korean (한국어, 조선어)",0,1,1,Blue,0,44,255,36,67,-101,24
3255,3431,"Korean (한국어, 조선어)",0,1,2,Sky blue,0,188,255,71,-16,-43,18
3256,3431,"Korean (한국어, 조선어)",0,1,3,Red,255,0,8,53,80,65,35
3257,3431,"Korean (한국어, 조선어)",0,1,4,,248,255,0,96,-24,93,6
3258,3431,"Korean (한국어, 조선어)",0,1,5,,0,231,255,84,-37,-24,16
3259,3431,"Korean (한국어, 조선어)",0,1,6,,187,255,0,92,-48,89,7
3260,3431,"Korean (한국어, 조선어)",0,1,7,,255,0,58,53,80,44,34
3261,3431,"Korean (한국어, 조선어)",0,1,8,,255,107,0,63,52,71,1
3262,3431,"Korean (한국어, 조선어)",0,1,9,,255,0,95,54,82,22,33
3263,3431,"Korean (한국어, 조선어)",0,1,10,,0,144,255,59,8,-63,20
3264,3431,"Korean (한국어, 조선어)",0,1,11,,255,46,0,55,74,67,0
3265,3434,English (English),0,3,0,magenta,255,0,213,58,92,-40,29
3266,3434,English (English),0,3,1,burnt orange,255,89,0,60,60,70,1
3267,3434,English (English),0,3,2,neon green,72,255,0,88,-80,83,9
3268,3434,English (English),0,3,3,lime green,0,255,93,88,-81,61,11
3269,3434,English (English),0,3,4,red,255,0,26,53,80,59,35
3270,3434,English (English),0,3,5,red,255,0,51,53,80,47,34
3271,3434,English (English),0,3,6,light blue,0,230,255,83,-36,-25,16
3272,3434,English (English),0,3,7,blue,0,103,255,48,34,-81,22
3273,3434,English (English),0,3,8,blue,0,124,255,53,21,-72,21
3274,3434,English (English),0,3,9,aqua,0,255,247,90,-50,-10,15
3275,3434,English (English),0,3,10,teal,0,255,202,89,-62,11,14
3276,3434,English (English),0,3,11,royal blue,0,48,255,36,66,-100,24
3277,3435,"Korean (한국어, 조선어)",0,1,0,옥,0,255,189,89,-65,17,13
3278,3435,"Korean (한국어, 조선어)",0,1,1,파랑,0,127,255,54,19,-71,21
3279,3435,"Korean (한국어, 조선어)",0,1,2,진분홍,255,0,148,55,86,-6,31
3280,3435,"Korean (한국어, 조선어)",0,1,3,하늘,0,255,238,90,-52,-6,15
3281,3435,"Korean (한국어, 조선어)",0,1,4,노랑,239,255,0,95,-28,93,6
3282,3435,"Korean (한국어, 조선어)",0,1,5,보라,255,0,232,59,95,-50,29
3283,3435,"Korean (한국어, 조선어)",0,1,6,진노랑,255,190,0,80,10,82,4
3284,3435,"Korean (한국어, 조선어)",0,1,7,진보라,255,0,187,56,89,-27,30
3285,3435,"Korean (한국어, 조선어)",0,1,8,하늘,0,226,255,82,-35,-26,17
3286,3435,"Korean (한국어, 조선어)",0,1,9,녹,124,255,0,89,-68,85,9
3287,3435,"Korean (한국어, 조선어)",0,1,10,남,111,0,255,38,82,-96,26
3288,3435,"Korean (한국어, 조선어)",0,1,11,진다홍,255,0,95,54,82,22,33
3289,3427,English (English),0,6,0,Red,255,0,82,53,81,30,33
3290,3427,English (English),0,6,1,Green,0,255,87,88,-81,63,11
3291,3427,English (English),0,6,2,Orange,255,160,0,73,26,78,3
3292,3427,English (English),0,6,3,Dark Yellow,255,191,0,81,10,83,4
3293,3427,English (English),0,6,4,Teal,0,255,255,91,-48,-14,15
3294,3427,English (English),0,6,5,Light Blue,0,186,255,71,-15,-44,18
3295,3427,English (English),0,6,6,Light Blue,0,180,255,69,-11,-47,18
3296,3427,English (English),0,6,7,Purple,145,0,255,43,84,-89,26
3297,3427,English (English),0,6,8,Fuscia,255,0,144,55,85,-4,31
3298,3427,English (English),0,6,9,Teal,0,255,198,89,-63,13,14
3299,3427,English (English),0,6,10,Blue,0,121,255,52,23,-73,21
3300,3427,English (English),0,6,11,Burnt Orange,255,88,0,60,60,70,1
3301,3434,English (English),0,6,0,fushia,245,0,255,58,96,-63,28
3302,3434,English (English),0,6,1,neon yellow,217,255,0,94,-36,91,7
3303,3434,English (English),0,6,2,royal blue,71,0,255,35,80,-103,25
3304,3434,English (English),0,6,3,golden rod yellow,255,207,0,84,2,85,4
3305,3434,English (English),0,6,4,yellow,255,237,0,92,-12,91,5
3306,3434,English (English),0,6,5,neon green,0,255,43,87,-85,77,10
3307,3434,English (English),0,6,6,light blue,0,194,255,73,-19,-41,18
3308,3434,English (English),0,6,7,periwinkle blue,0,164,255,64,-2,-54,19
3309,3434,English (English),0,6,8,purple,134,0,255,41,83,-92,26
3310,3434,English (English),0,6,9,lime green,0,255,138,88,-75,41,12
3311,3434,English (English),0,6,10,lime green with a slight blue tint,0,255,166,89,-70,28,13
3312,3434,English (English),0,6,11,puke yellow-green,171,255,0,91,-54,88,8
3313,3435,"Korean (한국어, 조선어)",0,3,0,주홍,255,95,0,61,58,70,1
3314,3435,"Korean (한국어, 조선어)",0,3,1,파랑,0,102,255,47,35,-82,22
3315,3435,"Korean (한국어, 조선어)",0,3,2,연두,173,255,0,91,-53,88,8
3316,3435,"Korean (한국어, 조선어)",0,3,3,진연두,0,255,37,87,-85,78,10
3317,3435,"Korean (한국어, 조선어)",0,3,4,진분홍,255,0,78,53,81,32,34
3318,3435,"Korean (한국어, 조선어)",0,3,5,노랑,255,233,0,91,-10,90,5
3319,3435,"Korean (한국어, 조선어)",0,3,6,진하늘,0,164,255,64,-2,-54,19
3320,3435,"Korean (한국어, 조선어)",0,3,7,하늘,0,184,255,70,-13,-45,18
3321,3435,"Korean (한국어, 조선어)",0,3,8,보라,203,0,255,51,90,-75,27
3322,3435,"Korean (한국어, 조선어)",0,3,9,옥,0,255,200,89,-62,12,14
3323,3435,"Korean (한국어, 조선어)",0,3,10,연하늘,0,250,255,89,-45,-16,16
3324,3435,"Korean (한국어, 조선어)",0,3,11,연노랑,227,255,0,95,-32,92,7
3325,3442,"French (français, langue française)",0,1,0,orange,255,166,0,75,23,79,3
3326,3442,"French (français, langue française)",0,1,1,orange,255,115,0,64,49,72,1
3327,3442,"French (français, langue française)",0,1,2,bleu ciel,0,139,255,57,11,-66,20
3328,3442,"French (français, langue française)",0,1,3,turquoise,0,255,251,90,-49,-12,15
3329,3442,"French (français, langue française)",0,1,4,rouge-orance,255,76,0,58,65,69,0
3330,3442,"French (français, langue française)",0,1,5,bleu ciel,0,169,255,66,-5,-52,19
3331,3442,"French (français, langue française)",0,1,6,rose bonbon,255,0,255,60,98,-60,28
3332,3442,"French (français, langue française)",0,1,7,orange,255,131,0,67,41,74,2
3333,3442,"French (français, langue française)",0,1,8,jaune,255,240,0,93,-14,91,5
3334,3442,"French (français, langue française)",0,1,9,rose,255,0,146,55,85,-5,31
3335,3442,"French (français, langue française)",0,1,10,vert fluo,100,255,0,89,-74,84,9
3336,3442,"French (français, langue française)",0,1,11,rouge,255,0,22,53,80,61,35
3337,3428,English (English),0,3,0,Orange Red,255,115,0,64,49,72,1
3338,3428,English (English),0,3,1,Seafoam,0,255,179,89,-67,22,13
3339,3428,English (English),0,3,2,Green,0,255,101,88,-80,58,11
3340,3428,English (English),0,3,3,Sky blue,0,210,255,78,-27,-33,17
3341,3428,English (English),0,3,4,Cornflower,0,150,255,60,5,-61,20
3342,3428,English (English),0,3,5,Royal blue,0,65,255,39,57,-95,23
3343,3428,English (English),0,3,6,Bright blue,0,231,255,84,-37,-24,16
3344,3428,English (English),0,3,7,Rose,255,0,166,56,87,-16,31
3345,3428,English (English),0,3,8,Gold,255,197,0,82,7,84,4
3346,3428,English (English),0,3,9,Blue,0,112,255,50,28,-77,21
3347,3428,English (English),0,3,10,Purple,99,0,255,37,81,-98,26
3348,3428,English (English),0,3,11,Red,255,0,55,53,80,45,34
3349,3435,"Korean (한국어, 조선어)",0,6,0,하늘,0,147,255,59,7,-62,20
3350,3435,"Korean (한국어, 조선어)",0,6,1,노랑,255,168,0,75,22,79,3
3351,3435,"Korean (한국어, 조선어)",0,6,2,파랑,0,1,255,32,79,-107,25
3352,3435,"Korean (한국어, 조선어)",0,6,3,연두,0,255,150,88,-73,36,12
3353,3435,"Korean (한국어, 조선어)",0,6,4,진분홍,255,0,119,54,83,9,32
3354,3435,"Korean (한국어, 조선어)",0,6,5,주황,255,124,0,66,44,73,2
3355,3435,"Korean (한국어, 조선어)",0,6,6,파랑,0,36,255,34,71,-103,24
3356,3435,"Korean (한국어, 조선어)",0,6,7,파랑,0,69,255,40,55,-94,23
3357,3435,"Korean (한국어, 조선어)",0,6,8,빨강,255,26,0,54,77,67,0
3358,3435,"Korean (한국어, 조선어)",0,6,9,진빨강,255,0,45,53,80,50,35
3359,3435,"Korean (한국어, 조선어)",0,6,10,보라,226,0,255,55,93,-68,28
3360,3435,"Korean (한국어, 조선어)",0,6,11,진연두,0,255,103,88,-80,57,11
3361,3442,"French (français, langue française)",0,3,0,Jaune,255,251,0,96,-19,93,6
3362,3442,"French (français, langue française)",0,3,1,bleu violet,114,0,255,39,82,-96,26
3363,3442,"French (français, langue française)",0,3,2,mauve,198,0,255,50,90,-76,27
3364,3442,"French (français, langue française)",0,3,3,rose bonbon,255,0,141,55,85,-3,32
3365,3442,"French (français, langue française)",0,3,4,violet,255,0,213,58,92,-40,29
3366,3442,"French (français, langue française)",0,3,5,bleu,0,85,255,43,45,-88,23
3367,3442,"French (français, langue française)",0,3,6,rose bonbon,255,0,181,56,89,-24,30
3368,3442,"French (français, langue française)",0,3,7,rouge,255,0,60,53,81,42,34
3369,3442,"French (français, langue française)",0,3,8,vert,0,255,81,88,-82,66,11
3370,3442,"French (français, langue française)",0,3,9,jaune orange,255,194,0,81,8,83,4
3371,3442,"French (français, langue française)",0,3,10,vert bleu,0,255,172,89,-68,25,13
3372,3442,"French (français, langue française)",0,3,11,jaune,228,255,0,95,-32,92,7
3373,3442,"French (français, langue française)",0,6,0,Rouge rose,255,0,91,54,82,25,33
3374,3442,"French (français, langue française)",0,6,1,Vert clair,145,255,0,90,-62,86,8
3375,3442,"French (français, langue française)",0,6,2,bleu clair,0,215,255,79,-29,-31,17
3376,3442,"French (français, langue française)",0,6,3,vert,0,255,77,87,-82,67,10
3377,3442,"French (français, langue française)",0,6,4,bleu royal,33,0,255,33,79,-106,25
3378,3442,"French (français, langue française)",0,6,5,vert,0,255,124,88,-77,48,12
3379,3442,"French (français, langue française)",0,6,6,bleu,0,34,255,34,71,-103,24
3380,3442,"French (français, langue française)",0,6,7,bleu,0,131,255,55,16,-69,21
3381,3442,"French (français, langue française)",0,6,8,turquoise,0,255,212,89,-59,6,14
3382,3442,"French (français, langue française)",0,6,9,bleur,0,108,255,49,31,-79,22
3383,3442,"French (français, langue française)",0,6,10,bleu clair,0,238,255,86,-40,-21,16
3384,3442,"French (français, langue française)",0,6,11,bleu ciel,0,194,255,73,-19,-41,18
3385,3446,English (English),0,1,0,orange,255,121,0,65,46,73,2
3386,3446,English (English),0,1,1,green,0,255,117,88,-78,51,11
3387,3446,English (English),0,1,2,pink,255,0,175,56,88,-21,30
3388,3446,English (English),0,1,3,blue,0,213,255,78,-28,-32,17
3389,3446,English (English),0,1,4,pink,255,0,207,57,92,-37,30
3390,3446,English (English),0,1,5,green,0,255,142,88,-74,40,12
3391,3446,English (English),0,1,6,green,0,255,157,88,-71,33,12
3392,3446,English (English),0,1,7,blue,0,74,255,41,52,-92,23
3393,3446,English (English),0,1,8,purplee,129,0,255,41,83,-93,26
3394,3446,English (English),0,1,9,green,0,255,59,87,-84,73,10
3395,3446,English (English),0,1,10,blue,0,235,255,85,-39,-22,16
3396,3446,English (English),0,1,11,blue,0,29,255,34,73,-104,25
3397,3446,English (English),0,3,0,teal,0,255,220,90,-57,2,14
3398,3446,English (English),0,3,1,pink,255,0,234,59,95,-50,29
3399,3446,English (English),0,3,2,yellow,255,166,0,75,23,79,3
3400,3446,English (English),0,3,3,green,126,255,0,89,-68,85,9
3401,3446,English (English),0,3,4,blue,0,118,255,52,25,-75,21
3402,3446,English (English),0,3,5,yellow,255,253,0,96,-20,94,6
3403,3446,English (English),0,3,6,blue,0,173,255,67,-7,-50,19
3404,3446,English (English),0,3,7,yellow,255,187,0,80,12,82,4
3405,3446,English (English),0,3,8,blue,0,145,255,59,8,-63,20
3406,3446,English (English),0,3,9,red,255,0,70,53,81,37,34
3407,3446,English (English),0,3,10,orange,255,62,0,56,69,68,0
3408,3446,English (English),0,3,11,purple,242,0,255,58,96,-64,28
3409,3428,English (English),0,6,0,Clover green,0,255,150,88,-73,36,12
3410,3428,English (English),0,6,1,Bright purple,204,0,255,51,90,-74,27
3411,3428,English (English),0,6,2,Goldenrod,255,238,0,92,-13,91,5
3412,3428,English (English),0,6,3,Pink,255,0,242,59,96,-54,29
3413,3428,English (English),0,6,4,Yellow green,229,255,0,95,-32,92,6
3414,3428,English (English),0,6,5,Burnt orange,255,174,0,77,19,80,3
3415,3428,English (English),0,6,6,Hot pink,255,0,254,60,98,-60,28
3416,3428,English (English),0,6,7,Red,255,0,25,53,80,60,35
3417,3428,English (English),0,6,8,Aqua,0,255,201,89,-62,11,14
3418,3428,English (English),0,6,9,Bright green,84,255,0,88,-78,84,9
3419,3428,English (English),0,6,10,Magenta,255,0,184,56,89,-26,30
3420,3428,English (English),0,6,11,Yellow,255,251,0,96,-19,93,6
3421,3446,English (English),0,6,0,blue,0,185,255,70,-14,-45,18
3422,3446,English (English),0,6,1,green,145,255,0,90,-62,86,8
3423,3446,English (English),0,6,2,red,255,0,29,53,80,58,35
3424,3446,English (English),0,6,3,pink,255,0,137,55,85,0,32
3425,3446,English (English),0,6,4,orange,255,92,0,60,59,70,1
3426,3446,English (English),0,6,5,teal,0,255,227,90,-55,0,15
3427,3446,English (English),0,6,6,yellow,255,238,0,92,-13,91,5
3428,3446,English (English),0,6,7,purple,212,0,255,53,92,-72,27
3429,3446,English (English),0,6,8,blue,0,92,255,45,41,-86,22
3430,3446,English (English),0,6,9,blue,0,54,255,37,63,-99,24
3431,3446,English (English),0,6,10,yellow,215,255,0,94,-37,91,7
3432,3446,English (English),0,6,11,red,255,0,102,54,82,18,33
3433,3451,English (English),0,1,0,orange,255,145,0,70,34,76,2
3434,3451,English (English),0,1,1,lime,181,255,0,92,-50,88,8
3435,3451,English (English),0,1,2,,255,212,0,86,0,86,4
3436,3451,English (English),0,1,3,cyan,0,145,255,59,8,-63,20
3437,3451,English (English),0,1,4,magenta,255,0,219,58,93,-43,29
3438,3451,English (English),0,1,5,Yellow,253,255,0,96,-22,94,6
3439,3451,English (English),0,1,6,Purple,180,0,255,48,88,-81,27
3440,3451,English (English),0,1,7,blue,0,89,255,44,43,-87,22
3441,3451,English (English),0,1,8,violet,145,0,255,43,84,-89,26
3442,3451,English (English),0,1,9,green,0,255,37,87,-85,78,10
3443,3451,English (English),0,1,10,lime,0,255,120,88,-77,50,11
3444,3451,English (English),0,1,11,pink,255,0,167,56,87,-17,31
3445,3453,English (English),0,1,0,Teal,0,255,150,88,-73,36,12
3446,3453,English (English),0,1,1,Hunters Orange,255,118,0,65,47,72,1
3447,3453,English (English),0,1,2,Mint,0,255,109,88,-79,54,11
3448,3453,English (English),0,1,3,Blue,0,138,255,57,12,-66,20
3449,3453,English (English),0,1,4,Royal Purple,107,0,255,38,81,-97,26
3450,3453,English (English),0,1,5,Navy blue,0,117,255,51,25,-75,21
3451,3453,English (English),0,1,6,Lime,0,255,62,87,-84,72,10
3452,3453,English (English),0,1,7,Sky blue,0,214,255,79,-29,-32,17
3453,3453,English (English),0,1,8,Bright red,255,0,24,53,80,60,35
3454,3453,English (English),0,1,9,Pale blue,0,245,255,88,-43,-18,16
3455,3453,English (English),0,1,10,Tangerine,255,139,0,69,37,75,2
3456,3453,English (English),0,1,11,Magenta,255,0,70,53,81,37,34
3457,3451,English (English),0,3,0,Magenta,255,0,209,57,92,-38,29
3458,3451,English (English),0,3,1,Blue,0,59,255,38,60,-97,24
3459,3451,English (English),0,3,2,Red,255,0,13,53,80,64,35
3460,3451,English (English),0,3,3,Teal,0,255,227,90,-55,0,15
3461,3451,English (English),0,3,4,Yellow,255,214,0,86,-1,86,5
3462,3451,English (English),0,3,5,Blue,0,103,255,48,34,-81,22
3463,3451,English (English),0,3,6,Lime,125,255,0,89,-68,85,9
3464,3451,English (English),0,3,7,,255,0,101,54,82,19,33
3465,3451,English (English),0,3,8,<agemta,232,0,255,56,94,-67,28
3466,3451,English (English),0,3,9,Teal,0,255,211,89,-59,6,14
3467,3451,English (English),0,3,10,red,255,67,0,57,68,68,0
